reviewer,starRating,comment,createTime,updateTime,name,displayName,reviewer_name,review_id,reviewReply
{'displayName': 'Michely Cardoso'},FIVE,"(Translated by Google) Wonderful place, I loved this experience I want to come back more often, polite staff and super clean pools!!

(Original)
Lugar maravilhoso, amei essa experiência quero voltar mais vezes, funcionários educados e super limpo as piscinas!!",2022-02-19T17:32:46.612536Z,2022-02-19T17:32:46.612536Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNXakl1QmtnRRAB,Michely Cardoso,Michely Cardoso,ChdDSUhNMG9nS0VJQ0FnSUNXakl1QmtnRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-21T13:50:31.925997Z'}"
{'displayName': 'Cátia Souza'},FIVE,"(Translated by Google) This campsite is top-notch, I've been going there for a few years and I'll always go there for sure.

(Original)
Esse camping é top, tem alguns anos que frequento e sempre irei com certeza.",2022-02-18T23:47:27.175534Z,2022-02-18T23:48:08.918353Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNXMUtyZG1BRRAB,Cátia Souza,Cátia Souza,ChdDSUhNMG9nS0VJQ0FnSUNXMUtyZG1BRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-19T14:28:14.422551Z'}"
{'displayName': 'Evaldo Santos'},FOUR,,2022-02-16T13:49:35.723234Z,2022-02-16T13:49:35.723234Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNXeUx2UW9BRRAB,Evaldo Santos,Evaldo Santos,ChdDSUhNMG9nS0VJQ0FnSUNXeUx2UW9BRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-18T19:17:45.719211Z'}"
{'displayName': 'Paulo Rafael Cinematografia'},FIVE,"(Translated by Google) We love this place, worth the trip!!

(Original)
Amamos esse lugar, vale o passeio!!",2022-02-15T18:22:55.962355Z,2022-02-15T18:22:55.962355Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNXc0tIRWVREAE,Paulo Rafael Cinematografia,Paulo Rafael Cinematografia,ChZDSUhNMG9nS0VJQ0FnSUNXc0tIRWVREAE,"{'comment': '🧡💚', 'updateTime': '2022-02-18T19:17:51.398256Z'}"
{'displayName': 'vicente pimentel'},FOUR,,2022-02-14T00:16:17.721259Z,2022-02-14T00:16:17.721259Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURtMzYtNnFRRRAB,vicente pimentel,vicente pimentel,ChdDSUhNMG9nS0VJQ0FnSURtMzYtNnFRRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-18T19:17:58.408411Z'}"
{'displayName': 'Wanderson Abreu'},FIVE,,2022-02-13T01:55:46.243827Z,2022-02-13T01:55:46.243827Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURtel82QXNRRRAB,Wanderson Abreu,Wanderson Abreu,ChdDSUhNMG9nS0VJQ0FnSURtel82QXNRRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-18T19:18:09.831913Z'}"
{'displayName': 'Rosangela Lima Scaranari'},FIVE,"(Translated by Google) I love this camping. I've been twice, great structure, well organized and clean. The tent area is perfect. Hope to come back again.

(Original)
Adoro esse camping. Estive por 2 vezes, ótima estrutura, bem organizado e limpo. A área de barracas é perfeita. Espero voltar novamente.",2022-02-12T23:59:22.362589Z,2022-02-13T00:10:14.748388Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURtejh5RWhBRRAB,Rosangela Lima Scaranari,Rosangela Lima Scaranari,ChdDSUhNMG9nS0VJQ0FnSURtejh5RWhBRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-18T19:18:16.742020Z'}"
{'displayName': 'Ana Paula Souza Galvão'},FIVE,"(Translated by Google) The place is wonderful! I camped in the first area designated for tents, the only thing that needs to improve a little is the community kitchen in that area.

(Original)
O lugar é maravilhoso! Acampei na primeira área destinados às barracas, a única coisa que precisa melhorar um pouco é a cozinha comunitária dessa área.",2022-02-10T21:16:08.098910Z,2022-02-10T21:16:08.098910Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURtaF9pNkN3EAE,Ana Paula Souza Galvão,Ana Paula Souza Galvão,ChZDSUhNMG9nS0VJQ0FnSURtaF9pNkN3EAE,"{'comment': '🧡💚', 'updateTime': '2022-02-12T17:46:59.409798Z'}"
{'displayName': 'Monique Araujo'},FIVE,,2022-02-08T09:23:58.606656Z,2022-02-08T09:23:58.606656Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURtazRtWFhBEAE,Monique Araujo,Monique Araujo,ChZDSUhNMG9nS0VJQ0FnSURtazRtWFhBEAE,"{'comment': '🧡💚', 'updateTime': '2022-02-12T17:47:06.471386Z'}"
{'displayName': 'Gilberto Perissinotti'},FOUR,"(Translated by Google) Good camping. Very good infrastructure. Clean restrooms.

(Original)
Bom camping. Muito boa infra estrutura. Banheiros limpos.",2022-02-06T01:19:42.815930Z,2022-02-06T01:19:42.815930Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURtN2NUdENBEAE,Gilberto Perissinotti,Gilberto Perissinotti,ChZDSUhNMG9nS0VJQ0FnSURtN2NUdENBEAE,"{'comment': '🧡💚', 'updateTime': '2022-02-12T17:47:21.668695Z'}"
{'displayName': 'Rosângela Moreira'},FIVE,,2022-02-04T20:58:58.412608Z,2022-02-04T20:58:58.412608Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURtdFkyOUlBEAE,Rosângela Moreira,Rosângela Moreira,ChZDSUhNMG9nS0VJQ0FnSURtdFkyOUlBEAE,"{'comment': '🧡💚', 'updateTime': '2022-02-12T17:47:26.969091Z'}"
{'displayName': 'Paula Cordeschi'},FOUR,"(Translated by Google) Much improved in terms of pools. A good place to enjoy a fds

(Original)
Melhorou muito em termos de piscinas. Um bom lugar para curtir um fds",2022-02-03T01:45:35.680872Z,2022-02-03T01:45:35.680872Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURtLWZpQkl3EAE,Paula Cordeschi,Paula Cordeschi,ChZDSUhNMG9nS0VJQ0FnSURtLWZpQkl3EAE,"{'comment': '🧡💚', 'updateTime': '2022-02-12T17:47:38.728640Z'}"
{'displayName': 'Jessica Gomes atual'},FOUR,,2022-01-30T21:59:00.896465Z,2022-01-30T21:59:00.896465Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURtb1o2bTFRRRAB,Jessica Gomes atual,Jessica Gomes atual,ChdDSUhNMG9nS0VJQ0FnSURtb1o2bTFRRRAB,"{'comment': '🧡💚', 'updateTime': '2022-02-12T17:47:45.895287Z'}"
{'displayName': 'Angela Bueno'},ONE,"(Translated by Google) The camping is nice, the grass to set up the tent, the bathrooms are clean, the kitchen is not clean and you don't want to use it.

I don't intend to return due to the number of people who enter through day use. If you want peace, don't go to this campsite.
They are full of day use, people use loud music around the pool, there are some signs that you cannot enter with glass bottles but there are no employees watching and there are several people with glass bottles inside the pool.

It's extremely crowded, full of people with loud music, you can't even hear a single song. There is no tranquility.

(Original)
O camping é gostoso, o gramado para montar a barraca, os banheiros são limpos, já a cozinha não é limpa não da vontade nenhuma de usar.

Não pretendo voltar devido a quantidade de pessoas que entram através do day use. Se voce quer paz não vá a este camping.
Eles lotam de day use, as pessoas usam som alto ao redor da piscina, tem alguns avisos que não pode entrar com garrafa de vidro porém não tem nenhum funcionário observando e várias pessoas com garrafas de vidro dentro da piscina.

É extremamente lotado, cheio de pessoas com som alto, voce nem consegue ouvir uma musica só. Não há tranquilidade.",2022-01-26T12:17:59.554880Z,2022-01-26T12:17:59.554880Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURtaHJMR1dBEAE,Angela Bueno,Angela Bueno,ChZDSUhNMG9nS0VJQ0FnSURtaHJMR1dBEAE,"{'comment': '(Translated by Google) Hello Angela, we are very sorry about your bad experience here at Camping, we try to do our best to keep everything in order on days when there are a lot of people. We will pass this message on to the administration, thank you for your feedback 🧡💚\n\n(Original)\nOlá Angela, sentimos muito pela sua má experiência aqui no Camping, tentamos fazer o máximo para deixar tudo em ordem nos dias que vêm bastante gente. Vamos passar esse recado para a administração, obrigado pelo retorno 🧡💚', 'updateTime': '2022-02-12T17:49:39.431189Z'}"
{'displayName': 'Marta Micheloni Rosa'},FIVE,,2021-06-20T15:14:06.610760Z,2021-06-20T15:14:06.610760Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxLTctZndnRRAB,Marta Micheloni Rosa,Marta Micheloni Rosa,ChdDSUhNMG9nS0VJQ0FnSUNxLTctZndnRRAB,
{'displayName': 'Ricardo Passarelli'},FIVE,"(Translated by Google) Very cool camping! For tents, there are more reserved areas, and more open areas, all with shared bathrooms and sinks nearby. Plenty of plug points and some barbecues for public use help a lot. Other than that, it has 3 cold pools and one heated. All small, but guarantee fun for children and adults. 2 restaurants and a fishing boat complete the fun, along with a tennis court and multi-sports court. During the Pandemic it is not much of a reference, but it does not seem like a place of excitement. For the family it was amazing!

(Original)
Camping muito legal! Para as barracas, tem áreas mais reservadas, e áreas mais abertas, todas com banheiros coletivos e pias por perto. Bastante pontos de tomada e algumas churrasqueiras para uso público ajudam muito. Fora isso tem 3 piscinas frias e uma aquecida. Todas pequenas, mas garantem diversão de crianças e adultos. 2 restaurantes e um pesqueiro completam a diversão, junto com quadra de tênis e poliesportiva. Durante a Pandemia não é muito referência, mas não parece um lugar de agito. Pra família foi sensacional!",2021-06-20T14:02:21.115110Z,2021-06-20T14:05:03.007418Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxLThQVmVnEAE,Ricardo Passarelli,Ricardo Passarelli,ChZDSUhNMG9nS0VJQ0FnSUNxLThQVmVnEAE,
{'displayName': 'Lala Oliveira'},FIVE,,2021-06-18T01:32:18.918215Z,2021-06-18T01:32:18.918215Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxcy1LOUhREAE,Lala Oliveira,Lala Oliveira,ChZDSUhNMG9nS0VJQ0FnSUNxcy1LOUhREAE,
{'displayName': 'Matheus Souza'},FIVE,,2021-06-17T10:55:09.014400Z,2021-06-17T10:55:09.014400Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxNDV6MEpREAE,Matheus Souza,Matheus Souza,ChZDSUhNMG9nS0VJQ0FnSUNxNDV6MEpREAE,
{'displayName': 'Martin Foltas'},FIVE,"(Translated by Google) We were looking for a place to have lunch and a friend had commented on the camping, but it's much more than a camping. There are accommodations for all tastes. Very pleasant, familiar and healthy environment. It's worth going to visit.

(Original)
Estávamos procurando um local para almoçar e um amigo tinha comentado sobre o camping, mas é muito mais que um camping. Há acomodações para todos os gostos. Ambiente muito agradável, familiar e saudável. Vale demais ir conhecer.",2021-06-17T08:09:53.320362Z,2021-06-17T08:09:53.320362Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxbzhQajFRRRAB,Martin Foltas,Martin Foltas,ChdDSUhNMG9nS0VJQ0FnSUNxbzhQajFRRRAB,
{'displayName': 'Cibele Rodrigues crochê'},FIVE,"(Translated by Google) Wonderful place, heated pool, zip line, chalets, fully structured camping.

(Original)
Lugar maravilhoso,  piscina aquecida,  tirolesa,  chalés, camping totalmente estruturado.",2021-06-15T03:02:47.454101Z,2021-06-15T03:04:18.493436Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxemVHeVBBEAE,Cibele Rodrigues crochê,Cibele Rodrigues crochê,ChZDSUhNMG9nS0VJQ0FnSUNxemVHeVBBEAE,
{'displayName': 'familia campista'},FIVE,,2021-01-08T21:28:40.404889Z,2021-06-14T23:49:03.557011Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTaS1yV3lRRRAB,familia campista,familia campista,ChdDSUhNMG9nS0VJQ0FnSURTaS1yV3lRRRAB,
{'displayName': 'Daniela Mielli'},FIVE,"(Translated by Google) I loved

(Original)
Amei",2021-06-14T16:00:33.175404Z,2021-06-14T16:00:33.175404Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxOWZYdlpREAE,Daniela Mielli,Daniela Mielli,ChZDSUhNMG9nS0VJQ0FnSUNxOWZYdlpREAE,
{'displayName': 'Thairony Gonçalves'},THREE,"(Translated by Google) Clean, beautiful and cozy especially for couples. They leave a lot to be desired in terms of restaurant and fishing service, employees who are inattentive, apathetic and not at all proactive. Beautiful and safe camping areas.

(Original)
Limpo, bonito e aconchegante principalmente para casais. Deixam a desejar muito no atendimento do restaurante e do pesqueiro, colaboradores desatentos, apáticos e nada proativos. Áreas de camping bonitas e seguras.",2021-06-13T13:49:53.906187Z,2021-06-13T13:49:53.906187Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxNVl5LXNnRRAB,Thairony Gonçalves,Thairony Gonçalves,ChdDSUhNMG9nS0VJQ0FnSUNxNVl5LXNnRRAB,
{'displayName': 'Bruno Mattos'},FIVE,,2020-11-07T20:53:18.466761Z,2021-06-13T12:21:38.866041Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNpbWRmcy13RRAB,Bruno Mattos,Bruno Mattos,ChdDSUhNMG9nS0VJQ0FnSUNpbWRmcy13RRAB,
{'displayName': 'Deivid Wesley Marques (DJG CONSULTORIA EM TI)'},FOUR,"(Translated by Google) Good service, bathrooms leave a little to be desired for the price, little water from the shower, some spiders 🕷, a little tight and there is no dry area to change.
Very cool pools, beautiful landscape, top fishing.
Check-in time is late (16:00), but camping is top and it's worth it!!!

(Original)
Bom atendimento, banheiros deixam um pouco a desejar pelo preço, cai pouca água do chuveiro, algumas aranhas 🕷, um pouco apertado e não possui área seca para se trocar.
Piscinas muito legal, paisagem linda, pesqueiro top.
Horário do chek-in é tarde (16:00), mas camping é top e vale a pena!!!",2021-06-12T23:52:45.930588Z,2021-06-12T23:52:45.930588Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxeGNMNXJRRRAB,Deivid Wesley Marques (DJG CONSULTORIA EM TI),Deivid Wesley Marques (DJG CONSULTORIA EM TI),ChdDSUhNMG9nS0VJQ0FnSUNxeGNMNXJRRRAB,
{'displayName': 'Walter Filho'},FIVE,"(Translated by Google) Very good, I loved it... Family leisure.

(Original)
Mto bom, amei... Lazer em família.",2021-06-12T15:02:42.453685Z,2021-06-12T15:04:22.128427Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxLWFHbzJRRRAB,Walter Filho,Walter Filho,ChdDSUhNMG9nS0VJQ0FnSUNxLWFHbzJRRRAB,
{'displayName': 'Guilherme Rio'},FIVE,,2021-06-11T18:17:52.321596Z,2021-06-11T18:17:52.321596Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxbVlyd2FnEAE,Guilherme Rio,Guilherme Rio,ChZDSUhNMG9nS0VJQ0FnSUNxbVlyd2FnEAE,
{'displayName': 'Fernando_ Allves'},FIVE,,2021-06-10T16:56:57.871034Z,2021-06-10T16:56:57.871034Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxaWJTSzB3RRAB,Fernando_ Allves,Fernando_ Allves,ChdDSUhNMG9nS0VJQ0FnSUNxaWJTSzB3RRAB,
{'displayName': 'Denilda Sesso'},FIVE,"(Translated by Google) Very good... ample space for tents... great

(Original)
Muito bom...amplo espaço para as barracas... ótimo",2021-06-10T12:58:17.858572Z,2021-06-10T13:00:33.029748Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxOGVybTRnRRAB,Denilda Sesso,Denilda Sesso,ChdDSUhNMG9nS0VJQ0FnSUNxOGVybTRnRRAB,
{'displayName': 'Bruno Alves Teixeira'},FIVE,,2021-06-09T19:32:55.650712Z,2021-06-09T19:32:55.650712Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxa2FXSThRRRAB,Bruno Alves Teixeira,Bruno Alves Teixeira,ChdDSUhNMG9nS0VJQ0FnSUNxa2FXSThRRRAB,
{'displayName': 'Reinaldo Cordeiro'},FIVE,"(Translated by Google) Nice, I liked it, great for relaxing

(Original)
Legal gostei ótimo pra relaxar",2021-06-07T21:45:47.957953Z,2021-06-07T21:45:47.957953Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxM3VUV2FREAE,Reinaldo Cordeiro,Reinaldo Cordeiro,ChZDSUhNMG9nS0VJQ0FnSUNxM3VUV2FREAE,
{'displayName': 'Heitor Thor'},FIVE,"(Translated by Google) Wonderful place

(Original)
Lugar maravilhoso",2021-06-07T18:46:04.038770Z,2021-06-07T18:46:04.038770Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNxbnZtRjRnRRAB,Heitor Thor,Heitor Thor,ChdDSUhNMG9nS0VJQ0FnSUNxbnZtRjRnRRAB,
{'displayName': 'Mayara “May” Adriano'},FIVE,"(Translated by Google) I'm suspicious to speak! It's my favorite campground, I love everything here, the attractions, especially the heated pool, it wins me over in the winter.
I always stay at the campsite, I love making that bonfire at night.

(Original)
Sou suspeita pra falar! Eh meu camping preferido, amo tudo aqui, as atrações, principalmente a piscina aquecida me ganha muito no inverno.
Eu sempre fico no camping, adoro fazer aquela fogueira a noite.",2023-07-23T20:24:17.232489Z,2023-08-04T00:19:34.251913Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURKLS1PM19BRRAB,Mayara “May” Adriano,Mayara “May” Adriano,ChdDSUhNMG9nS0VJQ0FnSURKLS1PM19BRRAB,
{'displayName': 'Rafael LLC'},FIVE,,2021-06-07T11:03:38.958658Z,2021-06-07T11:03:38.958658Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxN3NpVmFnEAE,Rafael LLC,Rafael LLC,ChZDSUhNMG9nS0VJQ0FnSUNxN3NpVmFnEAE,
{'displayName': 'rinaldo franchini'},FIVE,"(Translated by Google) Sensational place, for those who like tranquility, a family atmosphere and fair prices, this is the campsite, I highly recommend it...

(Original)
Local sensacional, para quem gosta de tranquilidade, ambiente familiar e preços justos, este é o camping, super recomendo...",2021-06-06T23:50:03.414949Z,2021-06-06T23:51:28.124217Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNxenZtcmFnEAE,rinaldo franchini,rinaldo franchini,ChZDSUhNMG9nS0VJQ0FnSUNxenZtcmFnEAE,
{'displayName': 'Guilherme Matos'},FIVE,"(Translated by Google) Connection with nature, outdoor adventure and nights under the stars. A unique and invigorating experience for outdoor lovers

(Original)
Conexão com a natureza, aventura ao ar livre e noites sob as estrelas. Uma experiência única e revigorante para os amantes da vida ao ar livre",2023-07-16T22:50:07.865062Z,2023-08-05T21:05:23.246075Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURKOXNmaEd3EAE,Guilherme Matos,Guilherme Matos,ChZDSUhNMG9nS0VJQ0FnSURKOXNmaEd3EAE,
{'displayName': 'Tharles Souza'},FIVE,"(Translated by Google) Very good, I spent only the day there, I liked it very much.

Congratulations, your reception sounds great

(Original)
Muito bom ,passei somente o dia lá gostei muito .

Parabéns a recepçao de vcs soa otimas",2023-08-05T20:43:49.814618Z,2023-08-05T20:43:49.814618Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNwOGFYOVNnEAE,Tharles Souza,Tharles Souza,ChZDSUhNMG9nS0VJQ0FnSUNwOGFYOVNnEAE,
{'displayName': 'Celso Luiz'},FIVE,"(Translated by Google) Just great, we went camping... excellent structure... everything organized, that is, one of the best camping sites in São Paulo...

(Original)
Simplesmente ótimo, fomos acampar.. excelente estrutura...tudo organizado, ou seja, um dos melhores camping de São Paulo..",2023-08-05T14:40:06.823364Z,2023-08-05T14:41:26.562406Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwMGZUaHR3RRAB,Celso Luiz,Celso Luiz,ChdDSUhNMG9nS0VJQ0FnSUNwMGZUaHR3RRAB,
{'displayName': 'Limv'},FOUR,,2023-08-04T21:49:20.993244Z,2023-08-04T21:49:20.993244Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNwZ1puSkhBEAE,Limv,Limv,ChZDSUhNMG9nS0VJQ0FnSUNwZ1puSkhBEAE,"{'comment': '🧡💚', 'updateTime': '2023-10-19T10:16:06.866668Z'}"
{'displayName': 'izaquiel ramos'},FIVE,"(Translated by Google) Great I liked it a lot

(Original)
Ótimo gostei muito",2023-08-03T23:00:55.415594Z,2023-08-03T23:00:55.415594Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNwem9fcEVREAE,izaquiel ramos,izaquiel ramos,ChZDSUhNMG9nS0VJQ0FnSUNwem9fcEVREAE,"{'comment': '🧡💚', 'updateTime': '2023-10-19T10:16:19.412553Z'}"
{'displayName': 'Edvan Novaes'},FIVE,"(Translated by Google) Excellent, I recommend it to everyone

(Original)
Excelente recomendo à todos",2023-08-01T21:21:07.838226Z,2023-08-01T21:21:07.838226Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNwbXZ6MExnEAE,Edvan Novaes,Edvan Novaes,ChZDSUhNMG9nS0VJQ0FnSUNwbXZ6MExnEAE,"{'comment': '🧡💚', 'updateTime': '2023-10-19T10:16:26.933450Z'}"
{'displayName': 'Fran Moura Macedo'},FIVE,"(Translated by Google) Beautiful place, quiet and very well maintained.
Super nominate.

(Original)
Lugar lindo, tranquilo e muito bem cuidado.
Super indico.",2023-08-01T20:29:02.841044Z,2023-08-01T20:29:02.841044Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwNnZfbDFnRRAB,Fran Moura Macedo,Fran Moura Macedo,ChdDSUhNMG9nS0VJQ0FnSUNwNnZfbDFnRRAB,
{'displayName': 'Ines Ivanise'},THREE,"(Translated by Google) We use the camping area. Beautiful place, very spacious.
Heated pool with excellent temperature at night (released until 10 pm), during the day they lower the temperature, making the water uncomfortable.
Camping area......
-no external lighting, having to use a flashlight to go to the bathroom and access the heated pool.
- they could put more trash cans in that area.
- disposal area (debris) is open only protected by a grid, when we do the disposal, the waste is exposed (very unpleasant)
- closed sauna
- bathroom without toilet paper and garbage baskets full of papers.
- There is no Wi-Fi in this area

(Original)
Usamos a área do camping. Lugar lindo, bem espaçoso.
Piscina aquecida com temperatura excelente no período da noite ( liberada até 22 hs),  de dia abaixam a temperatura ficando desconfortável a água.
Área do camping ......
-sem iluminação externa tendo que usar lanterna para ir ao banheiro e acesso a piscina aquecida.
- poderiam colocar mais lixeiras nessa área.
- área de descarte ( detritos) é aberta apenas protegida por grade, ao fazermos os descartes fica exposto os resíduos ( muito desagradável)
- Sauna fechada
- banheiro sem papel higiênico e com cestos de lixo lotado de papéis.
- Não tem Wi-Fi nessa área",2023-08-01T10:19:57.034967Z,2023-08-01T10:19:57.034967Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNwaXV6cGV3EAE,Ines Ivanise,Ines Ivanise,ChZDSUhNMG9nS0VJQ0FnSUNwaXV6cGV3EAE,
{'displayName': 'Joaquim Gimenes'},THREE,,2023-07-29T03:55:58.410267Z,2023-07-29T03:55:58.410267Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwNU9pdnJ3RRAB,Joaquim Gimenes,Joaquim Gimenes,ChdDSUhNMG9nS0VJQ0FnSUNwNU9pdnJ3RRAB,"{'comment': '🧡💚', 'updateTime': '2023-10-19T10:16:43.262190Z'}"
{'displayName': 'edson ferraz vieira'},FOUR,"(Translated by Google) Very good, only a girl working at the restaurant wasn't very well the day I went

(Original)
Muito bom só uma moça do caixa do restaurante não estava muito bem no dia que eu fui",2023-07-28T13:12:07.247845Z,2023-07-28T13:12:07.247845Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwLUpqYnl3RRAB,edson ferraz vieira,edson ferraz vieira,ChdDSUhNMG9nS0VJQ0FnSUNwLUpqYnl3RRAB,
{'displayName': 'Luiz Henrique Gonçalves'},FIVE,,2023-07-27T23:31:12.887965Z,2023-07-27T23:31:12.887965Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNwNlBuV013EAE,Luiz Henrique Gonçalves,Luiz Henrique Gonçalves,ChZDSUhNMG9nS0VJQ0FnSUNwNlBuV013EAE,"{'comment': '🧡💚', 'updateTime': '2023-10-19T10:16:58.879662Z'}"
{'displayName': 'Ivan Amgarten'},FIVE,,2023-07-27T13:50:01.806492Z,2023-07-27T13:50:01.806492Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwaU82eWxRRRAB,Ivan Amgarten,Ivan Amgarten,ChdDSUhNMG9nS0VJQ0FnSUNwaU82eWxRRRAB,"{'comment': '🧡💚', 'updateTime': '2023-10-19T10:17:07.102520Z'}"
{'displayName': 'Sarah Heuser'},FIVE,"(Translated by Google) Camping with great structure of bathrooms and leisure, clean swimming pools, heated pool, good portions for a snack during the day

(Original)
Camping com ótima estrutura de banheiros e lazer, piscinas limpas  piscina aquecida,  boas porções para um lanchinho durante o dia",2023-07-27T09:54:20.357676Z,2023-07-27T09:54:20.357676Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwOFBUUTJnRRAB,Sarah Heuser,Sarah Heuser,ChdDSUhNMG9nS0VJQ0FnSUNwOFBUUTJnRRAB,
{'displayName': 'Talita Paes'},FOUR,,2023-07-25T16:51:32.624837Z,2023-07-25T16:51:32.624837Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURKbl9MZkpREAE,Talita Paes,Talita Paes,ChZDSUhNMG9nS0VJQ0FnSURKbl9MZkpREAE,
{'displayName': 'Sophia Kikuchi'},THREE,,2023-07-25T00:36:12.479665Z,2023-07-25T00:36:12.479665Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURKOTVhNzF3RRAB,Sophia Kikuchi,Sophia Kikuchi,ChdDSUhNMG9nS0VJQ0FnSURKOTVhNzF3RRAB,
